template,pair_id,I_start,I_goal,fixed_tau0,fixed_success,fixed_reason,safe_success,safe_mode,safe_tau_used,safe_tau_gap,safe_reason,tau_star,tau_request,mm_success
noisy_corridor,17,0.85,0.90859375,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.9100000000000001,0.1100000000000001,relaxed tau to minimal feasible threshold,0.91015625,0.92015625,1
noisy_corridor,18,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,19,0.0,0.85,0.8,0,goal violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,20,0.85,0.8400000000000001,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,21,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,22,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,23,0.90859375,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.9100000000000001,0.1100000000000001,relaxed tau to minimal feasible threshold,0.91015625,0.92015625,1
noisy_corridor,24,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,25,0.85,0.8723214285714286,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8800000000000001,0.08000000000000007,relaxed tau to minimal feasible threshold,0.875,0.885,1
noisy_corridor,26,0.85,0.0,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,27,0.85,0.0,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,28,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,29,0.90859375,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.9100000000000001,0.1100000000000001,relaxed tau to minimal feasible threshold,0.91015625,0.92015625,1
noisy_corridor,30,0.0,0.85,0.8,0,goal violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,31,0.8723214285714286,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8800000000000001,0.08000000000000007,relaxed tau to minimal feasible threshold,0.875,0.885,1
noisy_corridor,32,0.0,0.85,0.8,0,goal violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,33,0.85,0.66,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,34,0.85,0.0,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,35,0.8723214285714286,0.0,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8800000000000001,0.08000000000000007,relaxed tau to minimal feasible threshold,0.875,0.885,1
noisy_corridor,36,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,37,0.85,0.90859375,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.9100000000000001,0.1100000000000001,relaxed tau to minimal feasible threshold,0.91015625,0.92015625,1
noisy_corridor,38,0.0,0.0,0.8,0,no path under irreversibility constraint,1,SAFE_RELAX_TAU,0.8400000000000001,0.040000000000000036,relaxed tau to minimal feasible threshold,0.84375,0.85375,1
noisy_corridor,39,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,40,0.85,0.0,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,41,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,42,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,43,0.78,0.8400000000000001,0.8,0,goal violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8400000000000001,0.040000000000000036,relaxed tau to minimal feasible threshold,0.84375,0.85375,1
noisy_corridor,44,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,45,0.0,0.85,0.8,0,goal violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,46,0.85,0.0,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,47,0.90859375,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.9100000000000001,0.1100000000000001,relaxed tau to minimal feasible threshold,0.91015625,0.92015625,1
noisy_corridor,48,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,49,0.8723214285714286,0.8723214285714286,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8800000000000001,0.08000000000000007,relaxed tau to minimal feasible threshold,0.875,0.885,1
noisy_corridor,50,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,51,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,52,0.8723214285714286,0.0,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8800000000000001,0.08000000000000007,relaxed tau to minimal feasible threshold,0.875,0.885,1
noisy_corridor,53,0.66,0.85,0.8,0,goal violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,54,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,55,0.85,0.90859375,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.9100000000000001,0.1100000000000001,relaxed tau to minimal feasible threshold,0.91015625,0.92015625,1
noisy_corridor,56,0.85,0.0,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,57,0.85,0.0,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,58,0.85,0.85,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8500000000000001,0.050000000000000044,relaxed tau to minimal feasible threshold,0.8515625,0.8615625,1
noisy_corridor,59,0.8400000000000001,0.0,0.8,0,start violates irreversibility threshold,1,SAFE_RELAX_TAU,0.8400000000000001,0.040000000000000036,relaxed tau to minimal feasible threshold,0.84375,0.85375,1
