template,pair_id,Seed,I_start,I_goal,tau0,success,reason,Policy,mode,tau_used,tau_gap,tau_star,tau_request,PolicyTemplate
culdesac,2,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,3,10,0.8723214285714286,0.0,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,4,10,0.90859375,0.8723214285714286,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,5,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,6,10,0.85,0.9,,1,,minimax,,,,0.90234375,0.91234375,minimax__culdesac
culdesac,7,10,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,8,10,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,9,10,0.94375,0.0,,1,,minimax,,,,0.9453125,0.9553125,minimax__culdesac
culdesac,10,10,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,11,10,0.90859375,0.0,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,12,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,13,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,14,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,15,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,16,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,17,10,0.8723214285714286,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,18,10,0.85,0.9,,1,,minimax,,,,0.90234375,0.91234375,minimax__culdesac
culdesac,19,10,0.8723214285714286,0.85,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,20,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,21,10,0.8723214285714286,0.0223214285714285,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,22,10,0.0,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,23,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,24,10,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,25,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,26,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,27,10,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,28,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,29,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,30,10,0.8723214285714286,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,31,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,32,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,33,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,34,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,35,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,36,10,0.8996323529411765,0.85,,1,,minimax,,,,0.90234375,0.91234375,minimax__culdesac
culdesac,37,10,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,38,10,0.8723214285714286,0.85,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,39,10,0.8723214285714286,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,40,10,0.8723214285714286,0.0,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,41,10,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,42,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,43,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,44,10,0.0,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,45,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,46,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,47,10,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,48,10,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,49,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,50,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,51,10,0.85,0.94375,,1,,minimax,,,,0.9453125,0.9553125,minimax__culdesac
culdesac,52,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,53,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,54,10,0.90859375,0.0,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,55,10,0.85,0.9,,1,,minimax,,,,0.90234375,0.91234375,minimax__culdesac
culdesac,56,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,57,10,0.0,0.0,,1,,minimax,,,,0.0,0.01,minimax__culdesac
culdesac,58,10,0.0,0.0,,1,,minimax,,,,0.0,0.01,minimax__culdesac
culdesac,59,10,0.9,0.8723214285714286,,1,,minimax,,,,0.90234375,0.91234375,minimax__culdesac
noisy_corridor,0,10,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,1,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,2,10,0.85,0.8996323529411765,,1,,minimax,,,,0.90234375,0.91234375,minimax__noisy_corridor
noisy_corridor,3,10,0.8723214285714286,0.78,,1,,minimax,,,,0.875,0.885,minimax__noisy_corridor
noisy_corridor,4,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,5,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,6,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,7,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,8,10,0.36,0.0,,1,,minimax,,,,0.36328125,0.37328125,minimax__noisy_corridor
noisy_corridor,9,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,10,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,11,10,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,12,10,0.8723214285714286,0.8400000000000001,,1,,minimax,,,,0.875,0.885,minimax__noisy_corridor
noisy_corridor,13,10,0.0,0.0,,1,,minimax,,,,0.84375,0.85375,minimax__noisy_corridor
noisy_corridor,14,10,0.8996323529411765,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,15,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,16,10,0.90859375,0.54,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,17,10,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,18,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,19,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,20,10,0.85,0.8400000000000001,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,21,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,22,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,23,10,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,24,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,25,10,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__noisy_corridor
noisy_corridor,26,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,27,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,28,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,29,10,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,30,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,31,10,0.8723214285714286,0.85,,1,,minimax,,,,0.875,0.885,minimax__noisy_corridor
noisy_corridor,32,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,33,10,0.85,0.66,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,34,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,35,10,0.8723214285714286,0.0,,1,,minimax,,,,0.875,0.885,minimax__noisy_corridor
noisy_corridor,36,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,37,10,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,38,10,0.0,0.0,,1,,minimax,,,,0.84375,0.85375,minimax__noisy_corridor
noisy_corridor,39,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,40,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,41,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,42,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,43,10,0.78,0.8400000000000001,,1,,minimax,,,,0.84375,0.85375,minimax__noisy_corridor
noisy_corridor,44,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,45,10,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,46,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,47,10,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,48,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,49,10,0.8723214285714286,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__noisy_corridor
noisy_corridor,50,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,51,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,52,10,0.8723214285714286,0.0,,1,,minimax,,,,0.875,0.885,minimax__noisy_corridor
noisy_corridor,53,10,0.66,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,54,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,55,10,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,56,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,57,10,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,58,10,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,59,10,0.8400000000000001,0.0,,1,,minimax,,,,0.84375,0.85375,minimax__noisy_corridor
bottleneck,0,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,1,11,0.8723214285714286,0.0,,1,,minimax,,,,0.875,0.885,minimax__bottleneck
bottleneck,2,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,3,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,4,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,5,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,6,11,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__bottleneck
bottleneck,7,11,0.6,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,8,11,0.0,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,9,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,10,11,0.95,0.95,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,11,11,0.90859375,0.0,,1,,minimax,,,,0.91015625,0.92015625,minimax__bottleneck
bottleneck,12,11,0.95,0.95,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,13,11,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__bottleneck
bottleneck,14,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,15,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,16,11,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__bottleneck
bottleneck,17,11,0.85,0.95,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,18,11,0.0,0.95,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,19,11,0.90859375,0.95,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,20,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,21,11,0.0,0.0,,1,,minimax,,,,0.0,0.01,minimax__bottleneck
bottleneck,22,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,23,11,0.0,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__bottleneck
bottleneck,24,11,0.85,0.95,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,25,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,26,11,0.8723214285714286,0.85,,1,,minimax,,,,0.875,0.885,minimax__bottleneck
bottleneck,27,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,28,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,29,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,30,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,31,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,32,11,0.90859375,0.95,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,33,11,0.90859375,0.0,,1,,minimax,,,,0.91015625,0.92015625,minimax__bottleneck
bottleneck,34,11,0.8723214285714286,0.85,,1,,minimax,,,,0.875,0.885,minimax__bottleneck
bottleneck,35,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,36,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,37,11,0.8723214285714286,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__bottleneck
bottleneck,38,11,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__bottleneck
bottleneck,39,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,40,11,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__bottleneck
bottleneck,41,11,0.8723214285714286,0.85,,1,,minimax,,,,0.875,0.885,minimax__bottleneck
bottleneck,42,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,43,11,0.95,0.0,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,44,11,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__bottleneck
bottleneck,45,11,0.8723214285714286,0.85,,1,,minimax,,,,0.875,0.885,minimax__bottleneck
bottleneck,46,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,47,11,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__bottleneck
bottleneck,48,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,49,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,50,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,51,11,0.85,0.95,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,52,11,0.95,0.95,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,53,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
bottleneck,54,11,0.95,0.0,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,55,11,0.0,0.0,,1,,minimax,,,,0.0,0.01,minimax__bottleneck
bottleneck,56,11,0.85,0.95,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,57,11,0.95,0.85,,1,,minimax,,,,0.953125,0.963125,minimax__bottleneck
bottleneck,58,11,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__bottleneck
bottleneck,59,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__bottleneck
culdesac,0,11,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,1,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,2,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,3,11,0.8723214285714286,0.0,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,4,11,0.90859375,0.8723214285714286,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,5,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,6,11,0.85,0.9,,1,,minimax,,,,0.90234375,0.91234375,minimax__culdesac
culdesac,7,11,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,8,11,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,9,11,0.94375,0.0,,1,,minimax,,,,0.9453125,0.9553125,minimax__culdesac
culdesac,10,11,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,11,11,0.90859375,0.0,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,12,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,13,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,14,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,15,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,16,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,17,11,0.8723214285714286,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,18,11,0.85,0.9,,1,,minimax,,,,0.90234375,0.91234375,minimax__culdesac
culdesac,19,11,0.8723214285714286,0.85,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,20,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,21,11,0.8723214285714286,0.0223214285714285,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,22,11,0.0,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,23,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,24,11,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,25,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,26,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,27,11,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,28,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,29,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,30,11,0.8723214285714286,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,31,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,32,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,33,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,34,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,35,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,36,11,0.8996323529411765,0.85,,1,,minimax,,,,0.90234375,0.91234375,minimax__culdesac
culdesac,37,11,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,38,11,0.8723214285714286,0.85,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,39,11,0.8723214285714286,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,40,11,0.8723214285714286,0.0,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,41,11,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,42,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,43,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,44,11,0.0,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,45,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,46,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,47,11,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,48,11,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__culdesac
culdesac,49,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,50,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,51,11,0.85,0.94375,,1,,minimax,,,,0.9453125,0.9553125,minimax__culdesac
culdesac,52,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,53,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,54,11,0.90859375,0.0,,1,,minimax,,,,0.91015625,0.92015625,minimax__culdesac
culdesac,55,11,0.85,0.9,,1,,minimax,,,,0.90234375,0.91234375,minimax__culdesac
culdesac,56,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__culdesac
culdesac,57,11,0.0,0.0,,1,,minimax,,,,0.0,0.01,minimax__culdesac
culdesac,58,11,0.0,0.0,,1,,minimax,,,,0.0,0.01,minimax__culdesac
culdesac,59,11,0.9,0.8723214285714286,,1,,minimax,,,,0.90234375,0.91234375,minimax__culdesac
noisy_corridor,0,11,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,1,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,2,11,0.85,0.8996323529411765,,1,,minimax,,,,0.90234375,0.91234375,minimax__noisy_corridor
noisy_corridor,3,11,0.8723214285714286,0.78,,1,,minimax,,,,0.875,0.885,minimax__noisy_corridor
noisy_corridor,4,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,5,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,6,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,7,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,8,11,0.36,0.0,,1,,minimax,,,,0.36328125,0.37328125,minimax__noisy_corridor
noisy_corridor,9,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,10,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,11,11,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,12,11,0.8723214285714286,0.8400000000000001,,1,,minimax,,,,0.875,0.885,minimax__noisy_corridor
noisy_corridor,13,11,0.0,0.0,,1,,minimax,,,,0.84375,0.85375,minimax__noisy_corridor
noisy_corridor,14,11,0.8996323529411765,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,15,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,16,11,0.90859375,0.54,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,17,11,0.85,0.90859375,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,18,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,19,11,0.0,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,20,11,0.85,0.8400000000000001,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,21,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,22,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,23,11,0.90859375,0.85,,1,,minimax,,,,0.91015625,0.92015625,minimax__noisy_corridor
noisy_corridor,24,11,0.85,0.85,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,25,11,0.85,0.8723214285714286,,1,,minimax,,,,0.875,0.885,minimax__noisy_corridor
noisy_corridor,26,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
noisy_corridor,27,11,0.85,0.0,,1,,minimax,,,,0.8515625,0.8615625,minimax__noisy_corridor
