thr,FPR,TPR,TP,FP,TN,FN
3.280220159703299387e+00,1.533333333333333215e-01,2.229411764705882260e-01,1.137000000000000000e+03,3.680000000000000000e+02,2.032000000000000000e+03,3.963000000000000000e+03
3.312762449420356248e+00,1.508333333333333470e-01,2.192156862745097967e-01,1.118000000000000000e+03,3.620000000000000000e+02,2.038000000000000000e+03,3.982000000000000000e+03
3.338975067911672312e+00,1.487499999999999933e-01,2.152941176470588303e-01,1.098000000000000000e+03,3.570000000000000000e+02,2.043000000000000000e+03,4.002000000000000000e+03
3.364439002066398121e+00,1.458333333333333426e-01,2.117647058823529382e-01,1.080000000000000000e+03,3.500000000000000000e+02,2.050000000000000000e+03,4.020000000000000000e+03
3.390021639345173643e+00,1.433333333333333404e-01,2.080392156862745090e-01,1.061000000000000000e+03,3.440000000000000000e+02,2.056000000000000000e+03,4.039000000000000000e+03
3.414305399977022759e+00,1.400000000000000133e-01,2.047058823529411820e-01,1.044000000000000000e+03,3.360000000000000000e+02,2.064000000000000000e+03,4.056000000000000000e+03
3.452161179502121424e+00,1.383333333333333359e-01,2.005882352941176505e-01,1.023000000000000000e+03,3.320000000000000000e+02,2.068000000000000000e+03,4.077000000000000000e+03
3.497960689272025192e+00,1.366666666666666585e-01,1.964705882352941191e-01,1.002000000000000000e+03,3.280000000000000000e+02,2.072000000000000000e+03,4.098000000000000000e+03
3.551571102376800848e+00,1.320833333333333304e-01,1.937254901960784315e-01,9.880000000000000000e+02,3.170000000000000000e+02,2.083000000000000000e+03,4.112000000000000000e+03
3.589374424013687115e+00,1.287500000000000033e-01,1.903921568627451044e-01,9.710000000000000000e+02,3.090000000000000000e+02,2.091000000000000000e+03,4.129000000000000000e+03
3.626496674658143959e+00,1.266666666666666774e-01,1.864705882352941102e-01,9.510000000000000000e+02,3.040000000000000000e+02,2.096000000000000000e+03,4.149000000000000000e+03
3.658397325978841153e+00,1.245833333333333376e-01,1.823529411764705788e-01,9.300000000000000000e+02,2.990000000000000000e+02,2.101000000000000000e+03,4.170000000000000000e+03
3.705292418268437693e+00,1.208333333333333343e-01,1.792156862745098167e-01,9.140000000000000000e+02,2.900000000000000000e+02,2.110000000000000000e+03,4.186000000000000000e+03
3.751659041475594591e+00,1.187499999999999944e-01,1.752941176470588225e-01,8.940000000000000000e+02,2.850000000000000000e+02,2.115000000000000000e+03,4.206000000000000000e+03
3.786158886722093886e+00,1.145833333333333287e-01,1.723529411764705976e-01,8.790000000000000000e+02,2.750000000000000000e+02,2.125000000000000000e+03,4.221000000000000000e+03
3.841827227728139782e+00,1.125000000000000028e-01,1.684313725490196034e-01,8.590000000000000000e+02,2.700000000000000000e+02,2.130000000000000000e+03,4.241000000000000000e+03
3.883566634741554946e+00,1.087499999999999994e-01,1.652941176470588136e-01,8.430000000000000000e+02,2.610000000000000000e+02,2.139000000000000000e+03,4.257000000000000000e+03
3.919966723545374787e+00,1.070833333333333359e-01,1.611764705882352822e-01,8.220000000000000000e+02,2.570000000000000000e+02,2.143000000000000000e+03,4.278000000000000000e+03
3.967712350096657570e+00,1.037499999999999950e-01,1.578431372549019551e-01,8.050000000000000000e+02,2.490000000000000000e+02,2.151000000000000000e+03,4.295000000000000000e+03
4.013071679257210533e+00,1.008333333333333304e-01,1.543137254901960909e-01,7.870000000000000000e+02,2.420000000000000000e+02,2.158000000000000000e+03,4.313000000000000000e+03
