y,x,IG,I_local,R_local,score_IG,score_IG_I,score_IG_I_R
5,11,0.488,0.5470558544489565,0.44869565217701324,0.488,0.05035531644083474,-0.22529685747065864
21,20,0.392,0.4481168039081662,0.0,0.392,0.03350655687346704,-0.46649344312653296
0,19,0.7600000000000001,0.8569585858585858,0.0,0.7600000000000001,0.07443313131313145,-0.42556686868686855
40,8,0.8000000000000003,1.0,0.0,0.8000000000000003,2.220446049250313e-16,-0.4999999999999998
31,9,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
35,21,0.22400000000000003,0.2755809265773128,0.0,0.22400000000000003,0.003535258738149777,-0.49646474126185025
18,29,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
17,28,0.8000000000000002,0.9797199999999999,0.0,0.8000000000000002,0.016224000000000127,-0.4837759999999999
15,29,0.8000000000000002,0.9807600000000001,0.0,0.8000000000000002,0.015392000000000072,-0.4846079999999999
6,15,0.24800000000000005,0.5309885240320051,0.1739130434793951,0.24800000000000005,-0.17679081922560408,-0.5898342974859065
10,19,0.728,0.8245049376114082,0.0,0.728,0.06839604991087334,-0.43160395008912666
26,13,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
23,9,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
24,12,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
25,1,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
33,21,0.20000000000000004,0.2508561825167429,0.0,0.20000000000000004,-0.0006849460133943053,-0.5006849460133943
5,1,0.8000000000000002,0.944815,0.0,0.8000000000000002,0.04414800000000019,-0.4558519999999998
10,23,0.5359999999999999,0.5954188320533955,0.0,0.5359999999999999,0.05966493435728348,-0.4403350656427165
18,21,0.44000000000000006,0.4971839460147695,0.0,0.44000000000000006,0.04225284318818445,-0.45774715681181555
8,9,0.22400000000000003,0.2747206266482295,0.652173913056862,0.22400000000000003,0.0042234986814164155,-0.16968954479015258
40,7,0.8000000000000003,1.0,0.0,0.8000000000000003,2.220446049250313e-16,-0.4999999999999998
33,3,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
28,24,0.6800000000000002,0.7850085015211827,0.0,0.6800000000000002,0.05199319878305397,-0.448006801216946
40,1,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
11,13,0.536,0.6295307428571428,0.30608695652756146,0.536,0.032375405714285765,-0.3145811160219335
20,6,0.752,0.8942502857142856,0.005217391307599244,0.752,0.036599771428571515,-0.46079153291762887
28,20,0.24800000000000005,0.30073508286643136,0.0,0.24800000000000005,0.007411933706854945,-0.49258806629314505
4,3,0.728,0.8552433333333334,0.0591304347852552,0.728,0.04380533333333325,-0.4266294492740392
35,23,0.248,0.3004960409018361,0.0,0.248,0.007603167278531081,-0.49239683272146895
1,29,0.6875,0.7749188041125541,0.0,0.6875,0.06756495670995666,-0.43243504329004334
27,0,0.8000000000000003,1.0,0.0,0.8000000000000003,2.220446049250313e-16,-0.4999999999999998
4,23,0.392,0.4463966284684042,0.0,0.392,0.03488269722527659,-0.4651173027747234
1,3,0.8000000000000002,0.98505,0.0,0.8000000000000002,0.011960000000000082,-0.4880399999999999
10,21,0.752,0.8337322597402599,0.0,0.752,0.08501419220779205,-0.41498580779220795
20,14,0.8000000000000002,0.904,0.0,0.8000000000000002,0.07680000000000009,-0.4231999999999999
34,2,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
16,15,0.8000000000000002,0.9938400000000001,0.0,0.8000000000000002,0.0049280000000000435,-0.49507199999999996
